rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
319,"
        Majerus Falls
    ","Valemount, BC","Cariboo, Chilcotin Coast,Wells Gray Provincial Park",Intermediate,3.0,1,Point to Point,7.5,"
    908","
    852","https://maps.google.com/?daddr=51.995849,-120.112165","<div class=""mb-1"">There is a pit toilet at the parking for <a href=""https://www.hikingproject.com/trail/7103100/pyramid-mountain"">Pyramid Mountain</a> trail.</div>",https://cdn2.apstatic.com/photos/hike/7080486_medium_1633048284.jpg
303,"
        Council Trail
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,3.0,1,Point to Point,1.9,"
    112","
    81","https://maps.google.com/?daddr=49.251706,-123.229516","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.metrovancouver.org/services/parks/Pages/default.aspx"">Metro Vancouver Regional Parks</a></p>
    </div>    </div>",
300,"
        Hatchery Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island",Easy,3.0,1,Point to Point,0.7,"
    39","
    27","https://maps.google.com/?daddr=49.384075,-123.340261","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
299,"
        Taylor Meadows - Lake Garibaldi Connector Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Garibaldi Provincial Park",Intermediate,3.0,1,Point to Point,1.0,"
    1,497","
    1,470","https://maps.google.com/?daddr=49.950617,-123.074485","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.env.gov.bc.ca/bcparks/"">BC Parks</a></p>
    </div>    </div>",
298,"
        Don't Look Back
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,The West Side",Difficult,3.0,1,Point to Point,0.9,"
    1,011","
    865","https://maps.google.com/?daddr=50.097787,-123.029057","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
297,"
        Imperial
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,3.0,1,Point to Point,1.9,"
    79","
    59","https://maps.google.com/?daddr=49.245437,-123.227827","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.metrovancouver.org/services/parks/Pages/default.aspx"">Metro Vancouver Regional Parks</a></p>
    </div>    </div>",
296,"
        Red Rock Trail
    ","West Kelowna, BC","BC Rockies,Rose Valley Regional Park",Difficult,3.0,1,Point to Point,1.1,"
    788","
    713","https://maps.google.com/?daddr=49.889794,-119.568154","<div class=""mb-1"">
        This trail features a pretty hefty climb that puts hikers at the top of a ridgeline. The final section of the ascent rewards the effort with some splendid views of Kelowna and the Okanagan Valley.  <br>
<br>
Once at the end of this trail, you can circle the top (via <a href=""https://www.hikingproject.com/trail/7040007/backside-trail"">Backside Trail</a> &amp; <a href=""https://www.hikingproject.com/trail/7040009/woohoo-trail"">WooHoo Trail</a>), drop down to the reservoir and climb back to your vehicle (via <a href=""https://www.hikingproject.com/trail/7040006/mr-toads-trail"">Mr. Toads Trail</a> &amp; <a href=""https://www.hikingproject.com/trail/7040001/cattywampus-trail"">Cattywampus Trail</a> &amp; <a href=""https://www.hikingproject.com/trail/7040003/swamp-donkey-trail"">Swamp Donkey Trail</a>) or do the full loops of the Reservoir (via <a href=""https://www.hikingproject.com/trail/7040007/backside-trail"">Backside Trail</a> , <a href=""https://www.hikingproject.com/trail/7040008/bear-bones-trail"">Bear Bones Trail</a>, <a href=""https://www.hikingproject.com/trail/7039998/lake-loop"">Lake Loop</a> &amp; <a href=""https://www.hikingproject.com/trail/7040003/swamp-donkey-trail"">Swamp Donkey Trail</a>). <br>
<br>
No matter which trail you decide to take after conquering this route, you can end up back at your vehicle.
    </div>",
295,"
        Dyke Loop Trail
    ","Ladner, BC","Vancouver Coast and Mountains,Vancouver Metro",Easy,3.0,1,Loop,2.5,"
    8","
    4","https://maps.google.com/?daddr=49.126294,-123.058926","<div class=""mb-1"">
        Large loop around the Deas Island Regional Park.
    </div>",
307,"
        Cleveland Trail - North
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,3.0,1,Point to Point,0.7,"
    99","
    93","https://maps.google.com/?daddr=49.263338,-123.229768","<div class=""mb-1"">
        Long and flat, this trail connects 10th Ave to 16th.
    </div>",https://cdn2.apstatic.com/photos/hike/7076857_medium_1612912898.jpg
288,"
        Nelson Creek Fire Access Road
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate,3.0,1,Point to Point,2.0,"
    291","
    253","https://maps.google.com/?daddr=49.361322,-123.242317","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://westvancouver.ca/parks-recreation/walking-hiking"">City Of West Vancouver - Parks &amp; Recreation</a></p>
    </div>    </div>",
289,"
        Great Divide Trail - Porcupine Campground Alternate Route
    ","Invermere, BC",BC Rockies,Difficult,3.0,1,Point to Point,4.4,"
    2,012","
    1,782","https://maps.google.com/?daddr=50.978803,-115.67437","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",
287,"
        Aldergrove Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island",Easy,3.0,1,Point to Point,0.7,"
    26","
    12","https://maps.google.com/?daddr=49.380607,-123.333892","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
292,"
        Hydraulic Connector
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lower Seymour Conservation Reserve",Intermediate,3.0,1,Point to Point,0.7,"
    245","
    202","https://maps.google.com/?daddr=49.393098,-122.991615","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.metrovancouver.org/services/parks/Pages/default.aspx"">Metro Vancouver Regional Parks</a></p>
    </div>    </div>",
291,"
        Bowen Lookout Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore,Cypress Provincial Park",Difficult,3.0,1,Point to Point,0.9,"
    1,056","
    945","https://maps.google.com/?daddr=49.403861,-123.210346","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.env.gov.bc.ca/bcparks/"">BC Parks</a></p>
    </div>    </div>",
321,"
        Lynn Ridge Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore",Difficult,2.5,2,Point to Point,3.4,"
    935","
    300","https://maps.google.com/?daddr=49.362509,-123.025293","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7004026_medium_1554236258.jpg
301,"
        West Lake Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate,3.0,1,Point to Point,0.9,"
    905","
    819","https://maps.google.com/?daddr=49.375355,-123.166616","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://westvancouver.ca/parks-recreation/walking-hiking"">City Of West Vancouver - Parks &amp; Recreation</a></p>
    </div>    </div>",https://cdn2.apstatic.com/photos/hike/7004615_medium_1554245780.jpg
302,"
        Helen Deane Wilderness Trail
    ","Nelson, BC","BC Rockies,Kokanee Glacier Provincial Park",Easy/Intermediate,3.0,1,Point to Point,3.6,"
    2,019","
    1,455","https://maps.google.com/?daddr=49.768267,-117.178518","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://bcparks.ca/explore/parkpgs/kokanee_gl/"">BC Parks - Kokanee Glacier</a></p>
    </div>    </div>",https://cdn2.apstatic.com/photos/hike/7076778_medium_1612569481.jpg
