attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Pub 340,4.0,Bars & Clubs,1,#54 of 96 Nightlife in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/07/5a/42/fb/caption.jpg),,
,,,,,,,
Curling Golden,5.0,Other Outdoor Activities,1,#34 of 47 Outdoor Activities in Golden,,,
Brick & Mortar Living,4.0,Speciality & Gift Shops,1,#5 of 9 Shopping in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/88/7e/85/street-scape.jpg),,
Heaven On Earth Spa,5.0,Spas,1,#21 of 28 Spas & Wellness in Kelowna,,,
Golden Freeride Park,5.0,Other Outdoor Activities,1,#35 of 47 Outdoor Activities in Golden,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/05/a7/68/1b/getlstd-property-photo.jpg),,< 1 hour
Dragon Zone Paddling Club,4.0,Lessons & Workshops,1,#15 of 33 Classes & Workshops in Vancouver,,,1-2 hours
The Artisan Gift Shoppe,5.0,Speciality & Gift Shops,1,#9 of 11 Shopping in Prince George,,,
Quarterdeck Pub,3.5,Bars & Clubs,4,#1 of 1 Nightlife in Port Hardy,,,
,,,,,,,
,,,,,,,
Goorin Bros Hat Shop,4.0,Speciality & Gift Shops,1,#129 of 187 Shopping in Vancouver,,,
Color Me Mine,5.0,Game & Entertainment Centres,1,#23 of 34 Fun & Games in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/05/ff/b0/02/getlstd-property-photo.jpg),"Color Me Mine is THE Paint-Your-Own Ceramics studio allows you to discover the Art Of Having Fun. Pottery Painting, Glass Fusion, Canvas and Fun with Clay. Join us for creARTive fun and book your Amazing Parties - Team-Builders - ""Fun""raisers - Camps - Scout Badges - After School Programs - Homeschool Art - Wedding and Baby Showers - Recognition Gifts and so much more. DROP INS always welcome.",
Newfoundland to Nanaimo,4.0,Speciality & Gift Shops,1,#20 of 35 Shopping in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/1b/a6/74/located-on-ramp-c-harbourfront.jpg),"For 25 years this shop was has been serving Nanaimo citizens and tourists of all kinds. Located on Nanaimo's waterfront offering a selection of gifts (we have postcards!) jewelry and other special treasures locally made and from across Canada. We are a family business and look forward to serving visitors to Nanaimo, Exchange and Foreign students, Tour Groups and local residents.",< 1 hour
The Cove Pub,3.5,Bars & Clubs,7,#53 of 96 Nightlife in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/35/3b/87/love-the-burger.jpg),"The Cove Pub has been serving the Kitsilano/Westside area for over 30 Years. We are known as the gathering spot in our Community. Warm decor, elevated Pub Fare and locally sourced Craft Beers are our specialty! We are a local, family owned establishment that believes in providing a top shelf experience every visit. Warm and inviting staff are happy to assist you and make sure you leave fully satisfied. Our motto ""Going to The Cove is like coming home"" captures our philosophy and our feeling about our Community and the people who walk through our doors. Welcome!",
Purple Lotus Yoga,5.0,Yoga & Pilates,1,#9 of 17 Spas & Wellness in Penticton,,,1-2 hours
KC Health and Gifts,4.0,Speciality & Gift Shops,1,#2 of 3 Shopping in Lillooet,,,< 1 hour
Fun Hog Adventures,5.0,Other Outdoor Activities,1,#13 of 17 Outdoor Activities in Salmon Arm,,,
,,,,,,,
,,,,,,,
,,,,,,,
Tiny Finery,5.0,Speciality & Gift Shops,1,#247 of 353 Shopping in Vancouver Island,,,< 1 hour
Royal,4.0,Bars & Clubs,1,#3 of 3 Nightlife in Fernie,,,
Jake's Die Cast Models,4.0,Speciality & Gift Shops,1,#6 of 10 Shopping in Coombs,,,
Sugar,3.5,Dance Clubs & Discos,3,#25 of 35 Nightlife in Victoria,,,
Secrets of Asia Imports,4.0,Speciality & Gift Shops,1,#9 of 11 Shopping in Campbell River,,,
Apple Seed Cottage,4.0,Speciality & Gift Shops,1,#10 of 11 Shopping in Campbell River,,,
Swirl Wine Store - White Rock,3.5,Speciality & Gift Shops,3,#3 of 4 Shopping in White Rock,,,
Gift 'N Gab Trading Post,4.0,Speciality & Gift Shops,1,#1 of 1 Shopping in Barriere,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/5b/7e/06/visit-our-store.jpg),,< 1 hour
,,,,,,,
Grace Laser Skin Care,3.5,Spas,2,#4 of 5 Spas & Wellness in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/06/2a/e2/4b/front-entrance.jpg),,
I Am Yoga Shuswap,3.5,Yoga & Pilates,3,#1 of 2 Spas & Wellness in Sicamous,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/3b/47/cf/large-studio.jpg),"I Am Yoga is a beautiful yoga and wellness studio in Sicamous BC. The studio is owned by mother daughter team Georgina Kyllo, Sarah Kyllo and Brittany Bently. The instructors at the studio are all caring individuals and classes can meet all ages and all levels. From Yin and Gentle to Power, PiYO (Yoga & Pilates) to a gentle healing restorative practice. Studio has warm classes and non-heated. Please see our online Schedule by going to our website.",1-2 hours
Lotteria karaoke,5.0,Karaoke Bars,1,#24 of 35 Nightlife in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/97/34/51/lotteria-karaoke.jpg),,
,,,,,,,
,,,,,,,
Shooters Tap House,3.5,Bars & Clubs • Karaoke Bars • Dance Clubs & Discos,3,#2 of 2 Nightlife in Maple Ridge,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/ed/c2/e9/photo1jpg.jpg),,More than 3 hours
,,,,,,,
Sutlej Taxi,3.5,Taxis & Shuttles,4,#21 of 31 Transportation in Victoria,,,
Westsyder Pub,4.0,Bars & Clubs,2,#7 of 7 Nightlife in Kamloops,,,
,,,,,,,
Aru Spa and Salon,3.0,Spas,9,#8 of 21 Spas & Wellness in Surrey,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/cb/97/09/relaxation-lounge.jpg),"Aru Spa and Salon is an award winning, Day Spa and Hair Salon. We provide massage, facials, waxing, body treatments, Japanese bath, couples treatments, hair cuts, hair colour and more. Centrally located in the white rock, south surrey salon area Aru Spa and Salon is the perfect day out! ARU: (ah'roo) - Japanese - 'to be' or 'live'. Inspired by traditional healing philosophies, Aru is dedicated to educating you on how to take care of your well-being. Our treatments are founded upon eastern philosophies that focus on restoring harmony and balance to your mind and body. At Aru you will be treated to services intended to enhance your outer beauty but equally important, our Therapists are committed to treating your inner spirit, leaving you feeling refreshed, rejuvenated and completely pampered.",2-3 hours
Salt Paradise,3.5,Spas,3,#9 of 21 Spas & Wellness in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/86/46/06/this-came-out-thru-my.jpg),,< 1 hour
Roots 73,3.5,Speciality & Gift Shops,2,#7 of 9 Shopping in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/ba/1d/7c/perfect-place-for-roots.jpg),,< 1 hour
Grandview Lanes,3.5,Bowling Alleys,8,#43 of 71 Fun & Games in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/02/1a/6f/80/grandview-lanes.jpg),,
Cook Culture,4.0,Cooking Classes,1,#16 of 33 Classes & Workshops in Vancouver,,We believe the one thing everyone can make in their kitchen is a better life. Everything we do is to help you have more fun and eat better.,2-3 hours
Georgia West Therapeutics,4.0,Spas,1,#86 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/08/2a/59/3f/getlstd-property-photo.jpg),"Georgia West Therapeutics is a friendly, experienced team of Registered Massage Therapists located in downtown Vancouver in the lobby of FortisBC Centre. Our therapists are dedicated to providing effective treatments while utilizing a variety of techniques. We strive to facilitate patients with a calm, caring, and safe environment to promote optimal healing. (Formerly Impressions Wellness Center)",< 1 hour
Tixe,4.0,Escape Games,17,#28 of 35 Fun & Games in Richmond,,"TIXE is the greatest escape game adventure in North America. Bridging reality with the limitless world of gaming, our many immersive adventures are stimulating, addictive, challenging, educational, and above all, extremely fun! Start your journey through one of the most intricate games the world has to offer and let us take you and your friends on an adventure of a lifetime!",1-2 hours
Ginger 62,5.0,Bars & Clubs,1,#56 of 96 Nightlife in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/06/b7/a2/ginger-62.jpg),"Vancouver's foremost lounge-club in the heart of downtown over 10 years strong.A flirtatious stumble through service, music and seductive ambience.Inspired cocktails, intimate VIP table service, provocative performers and late night body-shaking music, ginger62's ever-changing face provides entertainment all evening long. We do house.",
,,,,,,,
Humpty Dumpty Books & Music,4.0,Speciality & Gift Shops,1,#134 of 187 Shopping in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/16/64/a8/86/it-is-beutiful.jpg),,< 1 hour
Victoria Lawn Bowling Club,4.0,Bowling Alleys,1,#25 of 34 Fun & Games in Victoria,,,2-3 hours
Czechrose Natrural Therapy,4.0,Spas,1,#84 of 229 Spas & Wellness in Vancouver,,,1-2 hours
,,,,,,,
Pioneer's Pub,3.5,Bars & Clubs,3,#3 of 5 Nightlife in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/0f/42/cd/ee/pioneer-s-pub.jpg),,
,,,,,,,
Moksha Yoga Nanaimo,3.5,Yoga & Pilates,3,#5 of 10 Spas & Wellness in Nanaimo,,,
Wildflower Wellness,4.0,Spas,1,#2 of 2 Spas & Wellness in Revelstoke,,,
Fresh Professional,4.0,Spas,1,#2 of 2 Spas & Wellness in Fairmont Hot Springs,,Full Service Salon & Beauty Outlet. Large selection of Natural Products.,
Metta Rest Spa,4.0,Spas,1,#85 of 229 Spas & Wellness in Vancouver,,,1-2 hours
Smoke on the Water,4.0,Speciality & Gift Shops,1,#9 of 15 Shopping in Courtenay,,,
Le Petit Spa,3.5,Spas,2,#87 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/1c/b0/44/7f/le-petit-spa-s-new-logo.jpg),,
Wanderlust Store,3.0,Speciality & Gift Shops,2,#136 of 187 Shopping in Vancouver,,,
Fivesixty,3.5,Bars & Clubs,2,#57 of 96 Nightlife in Vancouver,,,More than 3 hours
Hylee Training,3.5,Lessons & Workshops • Horseback Riding Tours,7,#2 of 2 Classes & Workshops in Mission,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/17/15/19/96/one-of-the-kids-having.jpg),"Hylee Training is a riding and training facility located in Prince George. Hylee Training offers lessons, clinic,boarding and training.",2-3 hours
Spirit Trail Adventures,5.0,Horseback Riding Tours,1,#11 of 12 Outdoor Activities in Kimberley,,"Horseback ride or hike to breathtaking mountain tops, swim in pristine, crystal clear mountain lakes, sleep in a tepee, observe wildlife, share stories by the campfire, connect! Spirit Trail Adventures at the foot of the Canadian Rockies in Kimberley BC is proud to offer you again the best of low impact and educational Outdoor Adventures in the Canadian backcountry. See you on the Trail!",
Myst Escape Room,3.5,Escape Games,2,#29 of 35 Fun & Games in Richmond,,,
Cactus Annie's,4.0,Bars & Clubs,1,#1 of 1 Nightlife in Merritt,,,
The Gabe Shop,3.5,Speciality & Gift Shops,2,#3 of 3 Shopping in Gabriola Island,,,< 1 hour
Prospect Lake Golf Course,4.0,Golf Courses,1,#5 of 5 Outdoor Activities in Saanich,,,
,,,,,,,
Kilshaw's Auctioneers and Appraisals,4.0,Speciality & Gift Shops,1,#77 of 106 Shopping in Victoria,,,< 1 hour
Serenity Now,3.5,Speciality & Gift Shops,2,#5 of 8 Shopping in Harrison Hot Springs,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/07/b2/43/3d/serenity-now.jpg),,
Clipper Street Scrapbook Company,3.5,Speciality & Gift Shops,2,#10 of 22 Shopping in Langley,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/09/ca/0a/48/clipper-street-scrapbook.jpg),,< 1 hour
,,,,,,,
Glen Meadows Golf & Country Club,3.0,Golf Courses,7,#5 of 5 Outdoor Activities in North Saanich,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/05/27/f6/41/glen-meadows-golf-country.jpg),,
Abbotsford BMX,4.0,Other Outdoor Activities,1,#11 of 16 Outdoor Activities in Abbotsford,,,
BAMBOO BEADS & BLING,4.5,Speciality & Gift Shops,7,#76 of 106 Shopping in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0d/a7/ba/d1/genuine-baltic-amber.jpg),"Bamboo is a family of talented local artisans with a unique vision. Located in the heart of Chinatown we offer an extensive selection of exceptional gemstones, metaphysical-crystals and treasures from all over the world. We also offer a large selection of beading materials and supplies including chain, findings, and much more. Create your own work of art or co-design with our friendly in-house jewellery designers to create a masterpiece as individual as you are. Free Workshops If you are interested in learning something new, looking to refresh previous skills or just to have a good time you can sign up for our Jewellery Workshops with Free registration. That’s right, Free! We offer classes for beaders and designers of all levels from beginner to advanced. Embrace your inner designer and come on a creative journey filled with fun and laughter! For more information about classes please visit us on Facebook at Bamboo Beads & Bling or on our website workshop schedule.",
