restaurant_name,rating,num_reviews,rank_in_city,cost,categories
Quesada Burritos & Tacos,3.5 of 5 bubbles,2,"#336, of 494 Restaurants in Burnaby",$,Mexican
Ichimi Sushi,5.0 of 5 bubbles,1,"#322, of 494 Restaurants in Burnaby",,Sushi
Fets Whisky Kitchen,4.5 of 5 bubbles,138,"#227, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Cajun & Creole,Bar"
St Lawrence Restaurant,4.5 of 5 bubbles,156,"#125, of 2,497 Restaurants in Vancouver",$$$$,"French,European,Canadian"
Copa Cafe,3.5 of 5 bubbles,23,"#71, of 244 Restaurants in Coquitlam",$$ - $$$,"Chinese,Asian,Cantonese"
Sushi Yummy,5.0 of 5 bubbles,3,"#87, of 244 Restaurants in Coquitlam",$$ - $$$,"Japanese,Asian,Korean"
Pho 99 Vietnamese Noodle House,4.0 of 5 bubbles,46,"#37, of 244 Restaurants in Coquitlam",$,"Asian,Vietnamese,Soups"
Hangang Korean Restaurant,4.0 of 5 bubbles,2,"#147, of 244 Restaurants in Coquitlam",,
Brew Street,3.0 of 5 bubbles,68,"#55, of 58 Restaurants in Port Moody",$$ - $$$,"Bar,Pub,Canadian"
Ricky's Cafe,4.0 of 5 bubbles,14,"#144, of 494 Restaurants in Burnaby",$$ - $$$,Canadian
Subway,5.0 of 5 bubbles,1,"#323, of 494 Restaurants in Burnaby",,Deli
Ding Hao Noodle House,4.0 of 5 bubbles,9,"#89, of 244 Restaurants in Coquitlam",$,"Chinese,Asian,Taiwanese"
Les Faux Bourgeois,4.5 of 5 bubbles,318,"#86, of 2,497 Restaurants in Vancouver",$$ - $$$,"French,European,Vegetarian Friendly"
Tim Hortons,3.5 of 5 bubbles,8,"#190, of 244 Restaurants in Coquitlam",$,
Giancarlo Italian Deli,3.5 of 5 bubbles,3,"#182, of 244 Restaurants in Coquitlam",$$ - $$$,Italian
Firepots,4.0 of 5 bubbles,11,"#157, of 494 Restaurants in Burnaby",$$ - $$$,"Chinese,Asian"
Portobello Restaurant,5.0 of 5 bubbles,1,"#260, of 494 Restaurants in Burnaby",,
Mega Pizza & Wings,5.0 of 5 bubbles,1,"#179, of 244 Restaurants in Coquitlam",$,Pizza
Pink Peppercorn Seafood Restaurant,4.5 of 5 bubbles,137,"#126, of 2,497 Restaurants in Vancouver",$$$$,"Seafood,Canadian,Vegetarian Friendly"
OEB Breakfast Co.,4.5 of 5 bubbles,2,"#215, of 494 Restaurants in Burnaby",$$ - $$$,"American,Canadian"
Triple Coconut Tree Restaurant,3.5 of 5 bubbles,14,"#251, of 494 Restaurants in Burnaby",$$ - $$$,"Asian,Vietnamese,Soups"
Mega Sushi,4.5 of 5 bubbles,45,"#22, of 244 Restaurants in Coquitlam",$$ - $$$,"Japanese,Sushi,Asian"
M Cafe,3.5 of 5 bubbles,32,"#128, of 244 Restaurants in Coquitlam",$$ - $$$,"Chinese,Cafe,Asian"
Subway,3.0 of 5 bubbles,6,"#203, of 244 Restaurants in Coquitlam",,Deli
Sansho Sushi & Japanese Dining,4.5 of 5 bubbles,42,"#48, of 299 Restaurants in North Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Little Caesars,4.0 of 5 bubbles,6,"#96, of 244 Restaurants in Coquitlam",,Pizza
I Love Sushi,4.5 of 5 bubbles,24,"#33, of 244 Restaurants in Coquitlam",$$ - $$$,"Japanese,Sushi,Asian"
Pizza Pizza Burnaby,4.5 of 5 bubbles,2,"#232, of 494 Restaurants in Burnaby",,Pizza
Domino's Pizza,3.5 of 5 bubbles,3,"#200, of 244 Restaurants in Coquitlam",,Pizza
Burnaby Palace Restaurant,4.0 of 5 bubbles,106,"#25, of 494 Restaurants in Burnaby",$$ - $$$,"Chinese,Asian,Cantonese"
Nuba,4.5 of 5 bubbles,510,"#71, of 2,497 Restaurants in Vancouver",$$ - $$$,"Lebanese,Mediterranean,Middle Eastern"
Chan's Garden,4.0 of 5 bubbles,43,"#39, of 187 Restaurants in New Westminster",$$ - $$$,"Chinese,Asian,Cantonese"
Mr. Sushi Lynn Valley,4.5 of 5 bubbles,18,"#89, of 299 Restaurants in North Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
A&W Canada,5.0 of 5 bubbles,1,"#369, of 494 Restaurants in Burnaby",$,Fast food
TacoTime,3.5 of 5 bubbles,2,"#373, of 494 Restaurants in Burnaby",,Mexican
Gotham Steakhouse & Cocktail Bar,4.5 of 5 bubbles,873,"#38, of 2,497 Restaurants in Vancouver",$$$$,"American,Steakhouse,Canadian"
Pizza Hut,3.0 of 5 bubbles,16,"#216, of 244 Restaurants in Coquitlam",$$ - $$$,"Pizza,Canadian"
Edo Japan,5.0 of 5 bubbles,1,"#348, of 494 Restaurants in Burnaby",,Japanese
Water St. Cafe,4.0 of 5 bubbles,955,"#75, of 2,497 Restaurants in Vancouver",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options"
Gilmore Restaurant,4.5 of 5 bubbles,3,"#275, of 494 Restaurants in Burnaby",,
Tacofino,4.5 of 5 bubbles,388,"#91, of 2,497 Restaurants in Vancouver",$$ - $$$,"Mexican,Vegetarian Friendly,Vegan Options"
Narita Sushi,4.0 of 5 bubbles,44,"#28, of 244 Restaurants in Coquitlam",$$ - $$$,"Japanese,Sushi,Asian"
Domino's Pizza,3.5 of 5 bubbles,8,"#164, of 244 Restaurants in Coquitlam",$,Pizza
Heritage Grill,3.5 of 5 bubbles,72,"#46, of 187 Restaurants in New Westminster",$$ - $$$,"Bar,Grill,Pub"
Golden Lake Seafood Restaurant,4.0 of 5 bubbles,20,"#1,092, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Seafood,Asian"
Zia'S Deli & Cafe,5.0 of 5 bubbles,1,"#157, of 244 Restaurants in Coquitlam",,Italian
Green Leaf Brewing Company,4.5 of 5 bubbles,76,"#2, of 7 Bars & Pubs in North Vancouver",$$ - $$$,"Brew Pub,Bar,Wine Bar"
Subway,2.0 of 5 bubbles,2,"#476, of 494 Restaurants in Burnaby",,Fast food
Stuffies Pastries,4.0 of 5 bubbles,3,"#208, of 299 Restaurants in North Vancouver",$,"Japanese,Cafe,Asian"
Earnest Ice Cream,4.5 of 5 bubbles,146,"#8, of 137 Desserts in Vancouver",$$ - $$$,"Dessert,Canadian,Vegan Options"
Nightingale,4.5 of 5 bubbles,632,"#46, of 2,497 Restaurants in Vancouver",$$ - $$$,"Contemporary,Canadian,Vegetarian Friendly"
Bella Gelateria & Gelato,4.5 of 5 bubbles,908,"#6, of 137 Desserts in Vancouver",$$ - $$$,"Dessert,Vegetarian Friendly,Gluten Free Options"
Panagopoulos Pizza,2.5 of 5 bubbles,2,"#445, of 494 Restaurants in Burnaby",,Pizza
The Soup Meister,4.5 of 5 bubbles,124,"#2, of 31 Quick Bites in North Vancouver",$,"Quick Bites,Fast food,International"
The Keg Steakhouse + Bar Dunsmuir,4.5 of 5 bubbles,"1,080","#45, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Steakhouse,Bar"
Sushi Nanaimo,4.5 of 5 bubbles,57,"#385, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Pho D’Lite Restaurant,4.0 of 5 bubbles,8,"#199, of 494 Restaurants in Burnaby",$,Vietnamese
Catch 122,4.5 of 5 bubbles,268,"#87, of 2,497 Restaurants in Vancouver",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options"
The Rec Room At Brentwood,4.0 of 5 bubbles,1,"#324, of 494 Restaurants in Burnaby",,Canadian
Cake N Sweets,4.0 of 5 bubbles,8,"#2, of 2 Bakeries in Coquitlam",$$ - $$$,"Bakeries,Cafe"
Big Shots Cafe,3.0 of 5 bubbles,1,"#392, of 494 Restaurants in Burnaby",,Cafe
Saint Germains Bakery,4.5 of 5 bubbles,7,"#83, of 244 Restaurants in Coquitlam",$$ - $$$,Chinese
Snowy Village,4.0 of 5 bubbles,13,"#1, of 3 Desserts in Coquitlam",,"Dessert,Asian,Korean"
Browns Socialhouse,3.5 of 5 bubbles,38,"#104, of 244 Restaurants in Coquitlam",$$ - $$$,"Bar,Contemporary,Pub"
The Flying Pig Gastown,4.5 of 5 bubbles,"1,407","#114, of 2,497 Restaurants in Vancouver",$$ - $$$,"Bar,Canadian,Vegetarian Friendly"
Little Sheep Mongolian Hot Pot,4.0 of 5 bubbles,12,"#65, of 244 Restaurants in Coquitlam",$$ - $$$,"Chinese,Asian"
McDonald's,2.5 of 5 bubbles,13,"#7, of 7 Quick Bites in Port Moody",$,"Quick Bites,Fast food,Canadian"
Delany's Coffee House,4.5 of 5 bubbles,10,"#13, of 23 Coffee & Tea in North Vancouver",$,Cafe
Sushi Day,4.0 of 5 bubbles,17,"#107, of 299 Restaurants in North Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
S'wich Cafe,5.0 of 5 bubbles,25,"#4, of 23 Coffee & Tea in North Vancouver",$,"Quick Bites,Cafe,Canadian"
James Street Cafe & Grill,4.0 of 5 bubbles,62,"#37, of 494 Restaurants in Burnaby",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Amorosa Pasta House,4.0 of 5 bubbles,62,"#50, of 494 Restaurants in Burnaby",$$ - $$$,"Italian,Mediterranean,Greek"
Jeong Ga Nae,3.5 of 5 bubbles,7,"#111, of 244 Restaurants in Coquitlam",,"Asian,Korean"
Wildebeest,4.0 of 5 bubbles,311,"#97, of 2,497 Restaurants in Vancouver",$$ - $$$,"International,Contemporary,Canadian"
Pocha Korea Bistro,4.0 of 5 bubbles,9,"#77, of 244 Restaurants in Coquitlam",$$ - $$$,"Asian,Korean"
The Old Spaghetti Factory,4.0 of 5 bubbles,"1,780","#117, of 2,497 Restaurants in Vancouver",$$ - $$$,"Italian,Vegetarian Friendly,Vegan Options"
Starbucks,4.0 of 5 bubbles,20,"#5, of 21 Coffee & Tea in Burnaby",$$ - $$$,"Quick Bites,Cafe,Canadian"
Bronco Bell Texas BBQ,3.0 of 5 bubbles,1,"#392, of 494 Restaurants in Burnaby",,
Bosa Foods,4.5 of 5 bubbles,17,"#10, of 16 Speciality Food Markets in Vancouver",$,"Speciality Food Market,Italian,Soups"
La Fontana Caffe,4.0 of 5 bubbles,1,"#353, of 494 Restaurants in Burnaby",,
Kenaize Cafe,4.0 of 5 bubbles,1,"#255, of 299 Restaurants in North Vancouver",,Cafe
Church's Chicken,3.5 of 5 bubbles,16,"#16, of 22 Quick Bites in Burnaby",$,"Quick Bites,American"
Deer Garden Restaurant,4.0 of 5 bubbles,6,"#69, of 244 Restaurants in Coquitlam",,
Titi home made food ltd.,5.0 of 5 bubbles,4,"#72, of 244 Restaurants in Coquitlam",$$ - $$$,"Cafe,Fast food,Middle Eastern"
White Spot Restaurants,3.5 of 5 bubbles,54,"#47, of 244 Restaurants in Coquitlam",$$ - $$$,Canadian
La Taqueria,4.5 of 5 bubbles,173,"#102, of 2,497 Restaurants in Vancouver",$,"Mexican,Latin,Vegetarian Friendly"
Salam Bombay,4.5 of 5 bubbles,817,"#43, of 2,497 Restaurants in Vancouver",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Marble Slab Creamery,4.0 of 5 bubbles,17,"#2, of 3 Desserts in Coquitlam",$$ - $$$,Dessert
Ricky's All Day Grill,4.0 of 5 bubbles,10,"#107, of 244 Restaurants in Coquitlam",$$ - $$$,Canadian
Sho Bu Ramen,4.5 of 5 bubbles,8,"#68, of 244 Restaurants in Coquitlam",$,"Japanese,Asian"
Nulife Living Food Cafe,4.5 of 5 bubbles,7,"#130, of 244 Restaurants in Coquitlam",,
Grand Dynasty Seafood Restaurant,3.5 of 5 bubbles,67,"#118, of 494 Restaurants in Burnaby",$$ - $$$,"Chinese,Seafood,Asian"
Minami Restaurant,4.5 of 5 bubbles,573,"#31, of 2,497 Restaurants in Vancouver",$$$$,"Japanese,Seafood,Sushi"
White Spot Restaurant,3.5 of 5 bubbles,45,"#134, of 299 Restaurants in North Vancouver",$$ - $$$,Canadian
Wendy's,3.5 of 5 bubbles,12,"#22, of 31 Quick Bites in North Vancouver",$,"Quick Bites,Fast food"
Tim Hortons,4.0 of 5 bubbles,14,"#6, of 13 Coffee & Tea in Coquitlam",,"Bakeries,Cafe,Fast food,Canadian"
A & B Cafe,4.5 of 5 bubbles,3,"#236, of 494 Restaurants in Burnaby",,
Pasparos Taverna,4.5 of 5 bubbles,103,"#26, of 299 Restaurants in North Vancouver",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Tim Hortons,3.5 of 5 bubbles,10,"#19, of 23 Coffee & Tea in North Vancouver",$,"American,Canadian"
Cactus Club Cafe Coal Harbour,4.5 of 5 bubbles,"1,663","#65, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Bar,Canadian"
McDonald's,2.5 of 5 bubbles,11,"#9, of 12 Quick Bites in Coquitlam",$,"Quick Bites,American,Fast food"
Thai Express,4.0 of 5 bubbles,4,"#184, of 244 Restaurants in Coquitlam",,"Asian,Thai"
Waves Coffee House,4.5 of 5 bubbles,3,"#8, of 13 Coffee & Tea in Coquitlam",$$ - $$$,"Cafe,Canadian"
Starbucks,4.0 of 5 bubbles,2,"#123, of 187 Restaurants in New Westminster",,Cafe
No. 1 Beef Noodle House,4.0 of 5 bubbles,25,"#44, of 494 Restaurants in Burnaby",$$ - $$$,"Chinese,Asian,Taiwanese"
Greens and Beans deli,4.5 of 5 bubbles,29,"#31, of 187 Restaurants in New Westminster",$,"Cafe,Deli,Canadian"
Xpress Donair House,5.0 of 5 bubbles,1,"#145, of 244 Restaurants in Coquitlam",$,"Lebanese,Fast food,Mediterranean"
New York Fries,4.0 of 5 bubbles,4,"#133, of 244 Restaurants in Coquitlam",,American
Valley Sushi,4.0 of 5 bubbles,14,"#146, of 299 Restaurants in North Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Sushi koo,3.5 of 5 bubbles,5,"#142, of 244 Restaurants in Coquitlam",$$ - $$$,Japanese
Cheshire Cheese Restaurant & Bar,4.0 of 5 bubbles,221,"#24, of 299 Restaurants in North Vancouver",$$ - $$$,"British,Vegetarian Friendly,Gluten Free Options"
Suzette's Deli,5.0 of 5 bubbles,4,"#159, of 494 Restaurants in Burnaby",,
matoi sushi,4.0 of 5 bubbles,33,"#56, of 244 Restaurants in Coquitlam",$$ - $$$,"Japanese,Sushi,Asian"
Subway,4.0 of 5 bubbles,6,"#196, of 494 Restaurants in Burnaby",,American
Kita Sushi,3.5 of 5 bubbles,14,"#195, of 494 Restaurants in Burnaby",$$ - $$$,"Japanese,Sushi"
Crepe Delicious,5.0 of 5 bubbles,2,"#113, of 244 Restaurants in Coquitlam",,French
Nero waffles,4.5 of 5 bubbles,356,"#2, of 71 Bakeries in Vancouver",$,"Bakeries,Belgian,Cafe"
Bravo Cucina Ristorante,4.0 of 5 bubbles,154,"#29, of 299 Restaurants in North Vancouver",$$ - $$$,"Italian,Vegetarian Friendly,Gluten Free Options"
Indian Bombay Bistro,4.0 of 5 bubbles,54,"#53, of 494 Restaurants in Burnaby",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Uncle Fatih's Pizza,4.0 of 5 bubbles,5,"#234, of 494 Restaurants in Burnaby",$,"Italian,Pizza,Fast food"
The Mackenzie Room,4.5 of 5 bubbles,129,"#162, of 2,497 Restaurants in Vancouver",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options"
Mumbai Masala Restaurant,4.0 of 5 bubbles,59,"#137, of 299 Restaurants in North Vancouver",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Kaffe Klever,5.0 of 5 bubbles,2,"#123, of 244 Restaurants in Coquitlam",,Cafe
T&T Supermarket,3.5 of 5 bubbles,7,"#110, of 244 Restaurants in Coquitlam",$,Chinese
Chettinad Dosa Palace,3.5 of 5 bubbles,16,"#242, of 494 Restaurants in Burnaby",$$ - $$$,"Indian,Vegetarian Friendly"
Saemaul Rice Dessert Cafe,5.0 of 5 bubbles,1,"#156, of 244 Restaurants in Coquitlam",,"Asian,Korean"
Havana Vancouver,4.0 of 5 bubbles,257,"#293, of 2,497 Restaurants in Vancouver",$$ - $$$,"Latin,Cuban,Vegetarian Friendly"
The Keg,4.5 of 5 bubbles,539,"#48, of 2,497 Restaurants in Vancouver",$$ - $$$,"Canadian,Vegetarian Friendly,Gluten Free Options"
Ming Kee Kitchen,4.5 of 5 bubbles,4,"#235, of 494 Restaurants in Burnaby",,Chinese
McDonald's,3.5 of 5 bubbles,6,"#23, of 31 Quick Bites in North Vancouver",,"Quick Bites,Fast food"
ARC Restaurant and Bar,4.0 of 5 bubbles,406,"#113, of 2,497 Restaurants in Vancouver",$$$$,"Bar,Canadian,Vegetarian Friendly"
Honjin Ramen,5.0 of 5 bubbles,5,"#67, of 244 Restaurants in Coquitlam",$,Japanese
Balkan House,4.0 of 5 bubbles,42,"#43, of 494 Restaurants in Burnaby",$$ - $$$,"European,Eastern European"
Rogues,3.0 of 5 bubbles,9,"#204, of 244 Restaurants in Coquitlam",,Steakhouse
Fat Tuna Japanese Restaurant,5.0 of 5 bubbles,1,"#153, of 244 Restaurants in Coquitlam",,
Dae-Ji Cutlet House,4.5 of 5 bubbles,2,"#132, of 244 Restaurants in Coquitlam",,"Asian,Korean"
Roundel Cafe,4.5 of 5 bubbles,40,"#507, of 2,497 Restaurants in Vancouver",$$ - $$$,"Cafe,Diner,Canadian"
Moa Box,5.0 of 5 bubbles,1,"#160, of 244 Restaurants in Coquitlam",,"Asian,Korean"
CRAFT Beer Market- False Creek,4.0 of 5 bubbles,562,"#108, of 2,497 Restaurants in Vancouver",$$ - $$$,"Bar,Canadian,Vegetarian Friendly"
Cioppino's Mediterranean Grill,4.5 of 5 bubbles,358,"#40, of 2,497 Restaurants in Vancouver",$$$$,"Italian,Mediterranean,European"
Scoozi's,4.5 of 5 bubbles,840,"#93, of 2,497 Restaurants in Vancouver",$$ - $$$,"Mediterranean,Greek,Canadian"
Dairy Queen (Treat),5.0 of 5 bubbles,1,"#167, of 244 Restaurants in Coquitlam",,
Thierry Alberni,4.5 of 5 bubbles,454,"#3, of 239 Coffee & Tea in Vancouver",$$ - $$$,"Bakeries,French,Cafe"
CinCin Ristorante + Bar,4.5 of 5 bubbles,"1,192","#44, of 2,497 Restaurants in Vancouver",$$$$,"Italian,Steakhouse,Seafood"
Young Bean Korean BBQ,4.0 of 5 bubbles,4,"#106, of 187 Restaurants in New Westminster",$$ - $$$,"Asian,Korean"
Ricky's All Day Grill,4.0 of 5 bubbles,18,"#70, of 244 Restaurants in Coquitlam",$$ - $$$,"Canadian,Vegetarian Friendly"
Togo Sushi,3.5 of 5 bubbles,6,"#163, of 244 Restaurants in Coquitlam",,Sushi
Joe Fortes Seafood & Chop House,4.5 of 5 bubbles,"4,550","#54, of 2,497 Restaurants in Vancouver",$$$$,"American,Seafood,Canadian"
Big Wok Cafe,1.0 of 5 bubbles,1,"#233, of 244 Restaurants in Coquitlam",,Chinese
Starbucks,4.0 of 5 bubbles,4,"#12, of 13 Coffee & Tea in Coquitlam",,Cafe
Pho 99 Restaurant,4.0 of 5 bubbles,24,"#73, of 244 Restaurants in Coquitlam",$,"Asian,Vietnamese,Soups"
The Belgard Kitchen,4.5 of 5 bubbles,137,"#182, of 2,497 Restaurants in Vancouver",$$ - $$$,"Contemporary,Wine Bar,Canadian"
Hakone Sushi,3.5 of 5 bubbles,3,"#170, of 244 Restaurants in Coquitlam",,
Seoul Truck Street Food,5.0 of 5 bubbles,3,"#102, of 244 Restaurants in Coquitlam",,"Asian,Korean"
Cactus Club Cafe Bentall 5,4.5 of 5 bubbles,501,"#79, of 2,497 Restaurants in Vancouver",$$ - $$$,"American,Bar,Canadian"
Xing Fu Tang,4.5 of 5 bubbles,2,"#122, of 244 Restaurants in Coquitlam",$,"Asian,Taiwanese"
Sarpinos Pizza,3.0 of 5 bubbles,4,"#440, of 494 Restaurants in Burnaby",,Pizza
Andrews on 8th,4.5 of 5 bubbles,34,"#3, of 23 Coffee & Tea in North Vancouver",$$ - $$$,"Quick Bites,Cafe,Canadian"
YiFang Fruit Tea,3.0 of 5 bubbles,1,"#19, of 21 Coffee & Tea in Burnaby",,"Asian,Taiwanese"
Him & I Cafe,4.0 of 5 bubbles,2,"#169, of 244 Restaurants in Coquitlam",$$ - $$$,Cafe
Pantry Family Restaurant,4.0 of 5 bubbles,3,"#185, of 244 Restaurants in Coquitlam",,
Flying Wedge @ Park & Tilford,3.5 of 5 bubbles,18,"#194, of 299 Restaurants in North Vancouver",$,"Pizza,Fast food"
C Market Coffee,5.0 of 5 bubbles,9,"#57, of 244 Restaurants in Coquitlam",$,"Cafe,Asian,Korean"
Wonderful Szechuan Restaurant,3.5 of 5 bubbles,20,"#163, of 299 Restaurants in North Vancouver",$$ - $$$,"Chinese,Asian,Szechuan"
Tim Hortons,4.0 of 5 bubbles,1,"#187, of 244 Restaurants in Coquitlam",,
Dim Sum World,4.5 of 5 bubbles,4,"#124, of 244 Restaurants in Coquitlam",,Chinese
Kefi Greek Kouzina,3.5 of 5 bubbles,86,"#55, of 244 Restaurants in Coquitlam",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
James on Hastings Chinese Restaurant,4.0 of 5 bubbles,25,"#652, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian,Cantonese"
Torta Persian Cuisine,5.0 of 5 bubbles,2,"#119, of 244 Restaurants in Coquitlam",,"Middle Eastern,Persian"
Eighties Restaurant,4.0 of 5 bubbles,110,"#34, of 299 Restaurants in North Vancouver",$,"American,Diner,Canadian"
Earls,3.5 of 5 bubbles,169,"#11, of 115 Restaurants in Port Coquitlam",$$ - $$$,"Bar,Canadian,Vegetarian Friendly"
Ramengers,4.0 of 5 bubbles,1,"#174, of 244 Restaurants in Coquitlam",,Japanese
Mei Le Bakery and Restaurant,4.0 of 5 bubbles,17,"#54, of 244 Restaurants in Coquitlam",$$ - $$$,"Chinese,Asian,Cantonese"
Botanist,4.5 of 5 bubbles,248,"#105, of 2,497 Restaurants in Vancouver",$$$$,"Canadian,Vegetarian Friendly,Vegan Options"
Chakra Indian Restaurant,3.0 of 5 bubbles,4,"#454, of 494 Restaurants in Burnaby",$$ - $$$,Indian
Seasons Apple Cafe,4.0 of 5 bubbles,8,"#237, of 494 Restaurants in Burnaby",$,Cafe
Hearthstone Pizza,4.5 of 5 bubbles,16,"#29, of 115 Restaurants in Port Coquitlam",$,"Pizza,Fast food,Canadian"
Le Pizzo Bella Cafe,4.5 of 5 bubbles,4,"#95, of 187 Restaurants in New Westminster",,
Quiznos,5.0 of 5 bubbles,1,"#315, of 494 Restaurants in Burnaby",,
Al Porto Ristorante,4.0 of 5 bubbles,632,"#134, of 2,497 Restaurants in Vancouver",$$ - $$$,"Italian,Vegetarian Friendly,Vegan Options"
Scandilicious Foods,4.5 of 5 bubbles,59,"#413, of 2,497 Restaurants in Vancouver",$$ - $$$,"Cafe,Canadian,Scandinavian"
Booster Juice,5.0 of 5 bubbles,1,"#176, of 244 Restaurants in Coquitlam",,Healthy
Quiznos,4.5 of 5 bubbles,4,"#189, of 299 Restaurants in North Vancouver",$,
De Dutch Pannekoek House,3.5 of 5 bubbles,48,"#31, of 115 Restaurants in Port Coquitlam",$$ - $$$,"Dutch,European,Vegetarian Friendly"
Fratelli Bakery,4.0 of 5 bubbles,9,"#3, of 3 Bakeries in New Westminster",$$ - $$$,"Bakeries,Italian"
Roo's Pub & Grill,3.5 of 5 bubbles,28,"#115, of 244 Restaurants in Coquitlam",$$ - $$$,"Bar,Pub,Canadian"
Rodney's Oyster House Gastown,4.5 of 5 bubbles,213,"#153, of 2,497 Restaurants in Vancouver",$$ - $$$,"Bar,Seafood,Canadian"
Kita Sushi 2,3.0 of 5 bubbles,1,"#392, of 494 Restaurants in Burnaby",$,
Swiss Chalet,3.5 of 5 bubbles,51,"#202, of 494 Restaurants in Burnaby",$$ - $$$,Canadian
Anh and Chi,4.5 of 5 bubbles,193,"#99, of 2,497 Restaurants in Vancouver",$$ - $$$,"Asian,Vietnamese,Healthy"
Alberello Pizzeria,4.0 of 5 bubbles,69,"#46, of 299 Restaurants in North Vancouver",$$ - $$$,"Italian,Pizza,Vegetarian Friendly"
SURA Korean Cuisine,4.5 of 5 bubbles,309,"#37, of 2,497 Restaurants in Vancouver",$$ - $$$,"Asian,Korean,Vegetarian Friendly"
Lynn Valley Pizza,3.0 of 5 bubbles,2,"#275, of 299 Restaurants in North Vancouver",,
Shizenya on Hornby,4.5 of 5 bubbles,302,"#56, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Sushi,Asian"
Coast Restaurant,4.5 of 5 bubbles,"2,173","#69, of 2,497 Restaurants in Vancouver",$$$$,"Seafood,Sushi,Contemporary"
The Mexican Gourmet,4.0 of 5 bubbles,22,"#32, of 115 Restaurants in Port Coquitlam",$,"Mexican,Vegetarian Friendly"
Vina,3.5 of 5 bubbles,4,"#202, of 244 Restaurants in Coquitlam",$$ - $$$,Vietnamese
Lost In The 50's Drive-In,3.5 of 5 bubbles,47,"#5, of 22 Quick Bites in Burnaby",$,"Quick Bites,Fast food,Diner"
La Piazza Dario Ristorante Italiano,4.0 of 5 bubbles,188,"#384, of 2,497 Restaurants in Vancouver",$$ - $$$,"Italian,Mediterranean,Vegetarian Friendly"
Sushi Buzza,4.0 of 5 bubbles,1,"#197, of 244 Restaurants in Coquitlam",,
DooGauBee,5.0 of 5 bubbles,1,"#1,854, of 2,497 Restaurants in Vancouver",,"Asian,Korean"
The Dirty Apron,4.5 of 5 bubbles,105,"#132, of 2,497 Restaurants in Vancouver",$$ - $$$,"Cafe,Deli,Healthy"
Steve's Poke Bar Henderson,5.0 of 5 bubbles,1,"#159, of 244 Restaurants in Coquitlam",$$ - $$$,"Fast food,Hawaiian"
Gringo,4.5 of 5 bubbles,84,"#149, of 2,497 Restaurants in Vancouver",$,"Mexican,South American,Vegetarian Friendly"
Papa John's Pizza,3.5 of 5 bubbles,7,"#218, of 299 Restaurants in North Vancouver",$,
Whiskey Six BBq,4.5 of 5 bubbles,14,"#805, of 2,497 Restaurants in Vancouver",$$ - $$$,"Barbecue,Canadian"
Golden Pearl,3.0 of 5 bubbles,40,"#216, of 299 Restaurants in North Vancouver",$$ - $$$,"Chinese,Asian"
Earnest Ice Cream,4.5 of 5 bubbles,147,"#14, of 137 Desserts in Vancouver",$,"Dessert,Canadian"
The Lobby Lounge and RawBar,4.5 of 5 bubbles,231,"#119, of 2,497 Restaurants in Vancouver",$$ - $$$,"Japanese,Bar,Sushi"
Papa John's Pizza,3.5 of 5 bubbles,3,"#428, of 494 Restaurants in Burnaby",$$ - $$$,Pizza
Cactus Club Cafe Robson,4.5 of 5 bubbles,550,"#61, of 2,497 Restaurants in Vancouver",$$ - $$$,"Canadian,Vegetarian Friendly,Vegan Options"
Yogen Fruz,2.5 of 5 bubbles,2,"#214, of 244 Restaurants in Coquitlam",,
A&W Restaurant,3.0 of 5 bubbles,12,"#291, of 299 Restaurants in North Vancouver",$,"Fast food,Canadian"
Libo Restaurant,3.0 of 5 bubbles,1,"#206, of 244 Restaurants in Coquitlam",,
